document_index,fname,main_language,document_type,matrix_source_ref_to_pred,matrix_source_ref_to_ref,matrix_load_reason_ref_to_pred,matrix_load_reason_ref_to_ref,row_count,column_count,ref_to_ref_row_count,ref_to_ref_column_count,score_floor_alpha,selection_harmonic_score,alpha_sweep_pickle_path,score_mean_ref_to_pred,score_standard_deviation_ref_to_pred,score_floor_ref_to_pred,active_cell_count_ref_to_pred,active_fraction_ref_to_pred,score_mean_ref_to_ref,score_standard_deviation_ref_to_ref,score_floor_ref_to_ref,active_cell_count_ref_to_ref,active_fraction_ref_to_ref,hough_threshold,hough_line_length,hough_line_gap,hough_seed,align_min_iou_threshold,min_surviving_line_nls,raw_line_count,candidate_line_count,used_line_count,raw_line_count_ref_to_ref,candidate_line_count_ref_to_ref,used_line_count_ref_to_ref,document_normalised_levenshtein,weighted_along_lines_normalised_levenshtein,correct_ref_coverage,missing_ref_coverage,repetition_on_reference,hallucination,coverage_invalid_reason,coverage_invalid_error_message,coverage_y_diff_size,coverage_y_diff_min,coverage_y_diff_max,coverage_y_diff_le_minus_one_count,coverage_y_diff_lt_minus_one_count,coverage_y_diff_below_minus_one_counts_json,timing_matrix_seconds,timing_preprocessing_seconds,timing_hough_detect_ref_to_pred_seconds,timing_filter_ref_to_pred_seconds,timing_hough_detect_ref_to_ref_seconds,timing_filter_ref_to_ref_seconds,timing_coverage_seconds,timing_levenshtein_seconds,timing_total_seconds
690,hadara_kitab_mohamed_taaun_075.jpeg,Arabic,handwriting,scores_pkl,scores_pkl,,,27,27,27,27,1.8000000000,0.9380953913,/scratch/project_2017385/dorian/HTR-context-OCR/results/tuner_simple_alpha_sweep_smoke_20260611/alpha_sweep_pickles/Arabic/hadara_kitab_mohamed_taaun_075.jpeg.pkl,18.3464103661,12.6265967073,41.0742844392,33,0.0452674897,24.1097393690,15.8794852968,52.6928129033,29,0.0397805213,3,3,4,0,0.0350000000,0.5000000000,1,1,1,1,1,1,0.8969696970,0.8548148148,1.0000000000,0.0000000000,0.0000000000,0.0273556231,,,990,0,0,0,0,{},0.0031682400,0.0013583400,0.0171115610,0.0073428110,0.0003296900,0.0017846210,0.0016484700,0.0001562100,0.1330382580
