document_index,fname,main_language,document_type,matrix_source_ref_to_pred,matrix_source_ref_to_ref,matrix_load_reason_ref_to_pred,matrix_load_reason_ref_to_ref,row_count,column_count,ref_to_ref_row_count,ref_to_ref_column_count,score_floor_alpha,pre_hough_mask_kind,minimum_pre_hough_levenshtein,selection_harmonic_score,alpha_sweep_pickle_path,score_mean_ref_to_pred,score_standard_deviation_ref_to_pred,score_floor_ref_to_pred,active_cell_count_ref_to_pred,active_fraction_ref_to_pred,score_mean_ref_to_ref,score_standard_deviation_ref_to_ref,score_floor_ref_to_ref,active_cell_count_ref_to_ref,active_fraction_ref_to_ref,hough_threshold,hough_line_length,hough_line_gap,hough_seed,align_min_iou_threshold,min_surviving_line_nls,hough_skip_reason_ref_to_pred,hough_skip_reason_ref_to_ref,raw_line_count,candidate_line_count,used_line_count,raw_line_count_ref_to_ref,candidate_line_count_ref_to_ref,used_line_count_ref_to_ref,document_normalised_levenshtein,weighted_along_lines_normalised_levenshtein,correct_ref_coverage,missing_ref_coverage,repetition_on_reference,hallucination,coverage_invalid_reason,coverage_invalid_error_message,coverage_y_diff_size,coverage_y_diff_min,coverage_y_diff_max,coverage_y_diff_le_minus_one_count,coverage_y_diff_lt_minus_one_count,coverage_y_diff_below_minus_one_counts_json,timing_matrix_seconds,timing_preprocessing_seconds,timing_hough_detect_ref_to_pred_seconds,timing_filter_ref_to_pred_seconds,timing_hough_detect_ref_to_ref_seconds,timing_filter_ref_to_ref_seconds,timing_coverage_seconds,timing_levenshtein_seconds,timing_total_seconds
0,slovensky_2386879_0122_70957874.jpeg,Czech,print,scores_pkl,scores_pkl,,,27,27,27,27,0.0000000000,minimum_levenshtein,0.3000000000,0.9100633291,,16.4471879287,11.2647535775,30.0000000000,28,0.0384087791,17.4101508916,16.6371081462,30.0000000000,27,0.0370370370,3,3,4,0,0.1000000000,0.4500000000,,,2,2,2,1,1,1,0.9355488419,0.8022526316,0.9846311475,0.0000000000,0.0153688525,0.0332326284,,,976,0,1,0,0,{},0.0030487020,0.0001775600,0.0033435610,0.0083802750,0.0001533400,0.0012227010,0.0014542510,0.0000907000,0.0201705310
